No,Usia (tahun),Jenis Kelamin,Pekerjaan Ortu,Penghasilan Ortu/bulan ,Kecamatan,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,PAR_LEG,PAR_PRES,CAPRES,SK_FIL,KL_FIL
674,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Gebang,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Ragu-ragu,Gerindra,Gerindra,Prabowo Subianto,23,Sedang
675,16,Perempuan,Buruh,"<Rp1.000.000,00",Bayan,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Nasdem,Gerindra,Belum menentukan pilihan,26,Tinggi
676,16,Perempuan,Buruh,"<Rp1.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Golkar,Nasdem,Belum menentukan pilihan,24,Sedang
677,17,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Tidak,Ragu-ragu,Demokrat,Gerindra,Prabowo Subianto,24,Sedang
678,17,Perempuan,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Gebang,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,23,Sedang
679,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
680,17,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Golkar,Perindo,Anies Baswedan,27,Tinggi
681,17,Perempuan,Guru Tetap / Honorer,"<Rp1.000.000,00",Pituruh,Tidak,Tidak tahu,Tidak,Tidak tahu,Tidak Setuju,Ya,Kadang-kadang,Mungkin,Mungkin,Tidak terpengaruh,Gerindra,Gerindra,Lainnya,21,Sedang
682,17,Perempuan,Lainnya,"<Rp1.000.000,00",Banyuurip,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Gerindra,Belum menentukan pilihan,27,Tinggi
683,17,Perempuan,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Banyuurip,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,26,Tinggi
684,17,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Ngombol,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,29,Tinggi
685,17,Perempuan,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Bayan,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
